imageCategory,imageUrl,publishedDate,quote,vol
海豚的失踪&严甄 作品,http://image.wufazhuce.com/Fl_cUFvCXP_eWvGlvKRwGHozuq9M,19 Sep 2015,感情最怕的就是自私，可是人心不像纸箱，会被逐渐填满，如果你爱得更多，心的容量也会变得越来越大。 from 《她》,1077
梦境&黄赛峰 作品,http://image.wufazhuce.com/Fg8iMAXFY62ykO8Iiz8FklUtV_Gc,20 Sep 2015,这么多年过去，你依然是我愿意绕很远很远的路去接近的人。 by 花大钱,1078
《Reloaded I》（重启I）&鹿晗 作品,http://image.wufazhuce.com/FujZwzQHnR-7tJcng1Yj0wTL2zAn,14 Sep 2015,是谁说伟大才值得被歌颂，乘风破浪后也不一定成功。生命只能向前，坚定信念的人都是英雄。from 《Reloaded I》,1072
飞影&张翼 作品,http://image.wufazhuce.com/FiYJShKm5yom8g2Ev1Q7oS68eqvB,16 Sep 2015,我们暂时拥有，随后失去。从每一段失去中，我越来越懂得人生究竟是怎么一回事。 from 荞麦《当一切在我们周围暗下来》,1074
夕阳下的晚餐&于Rum 作品,http://image.wufazhuce.com/FlAaFoF4R9xe5HIJg1jY24mRJwo8,25 Sep 2015,你知道吗？如果我明天就死掉的话，我会因为今天见到你，而觉得无憾。from 《不再让你孤单》,1083
无用的童趣之纸飞机&半童 作品,http://image.wufazhuce.com/FtXL4Je0tp_gQqUjrqDSOTb2TdyK,24 Sep 2015,我们过得不快乐，一部分原因是我们不够诚恳。敢爱敢恨不容易，跨过人潮拥抱你和不顾一切撕破脸皮都需要勇气。 by 咸贵人,1082
小卖部&liz栗子 作品,http://image.wufazhuce.com/FnkYPh0nm9lSe9zHp7r1n2CsdOTM,22 Sep 2015,人生何必如初见，但求相看两不厌。by 蔡康永,1080
独处&Lost 7 作品,http://image.wufazhuce.com/FsEr428ds9XpoB2yNvxHPg3_t0Ht,26 Sep 2015,我最爱你的一刹那给你打电话你没接，等你看到来电提醒再打回来的时候很可能我就不爱你了。 by 暖小团,1084
Almost-Lover&渡边城 作品,http://image.wufazhuce.com/Fi8XSRZCdEi-67YEpZAPF0KRsr6X,23 Sep 2015,男女之间不可能存在友谊，有的只是爱恨情仇。 by 王尔德,1081
破山&皇小小 作品,http://image.wufazhuce.com/Ft7U7DhjVg4j2Q9cbRcZOw5wOdPn,27 Sep 2015,如果我们有机会重返青春现场，一定发现，那个青春，与我们相携终身，不断怀念，惊鸿照影的青春有异，我们对它的怀念，是一种刻骨的高估。 by 韩松落,1085
乖，听话&半童 作品,http://image.wufazhuce.com/FhsxBEWE6fAYM2hqjr0hXkhLihT7,3 Oct 2015,不管以什么名义，毁灭个性的做法就是专制。 by 约翰·斯图尔特·穆勒,1091
星期天的聚会&梁浩 作品,http://image.wufazhuce.com/Fs_-ahcVqbKAqzBs7U-KOV5XR5ti,21 Sep 2015,我开始学会逢场作戏，虽然很多都是露水情缘，不过没关系，哪来那么多一生一世。 from 《2046》,1079
伤&顾均 作品,http://image.wufazhuce.com/FoLQxeGCdK4hAFCiZzM8mREN1zxs,30 Sep 2015,我假装无情，其实是痛恨自己的深情。 by 卡尔维诺,1088
兔子星球&友雅 作品,http://image.wufazhuce.com/FhvurE6je5Hrp_JfWE_h0p7gFJpg,29 Sep 2015,说谎和沉默可以说是现在人类社会里日渐蔓延的两大罪恶。事实上，我们经常说谎，动不动就沉默不语。from 村上春树《且听风吟》,1087
独自生长&徕斯 作品,http://image.wufazhuce.com/Fu6Q2gtG97k-9bkthFkyP6da2CsE,2 Oct 2015,当对幸福的憧憬过于急切，那痛苦就在人的心灵深处升起。 by 加缪,1090
燃烧的飞机&郝朗 作品,http://image.wufazhuce.com/FqGgoFwSkg1iruqkaVGvyQVtPKpt,16 Oct 2015,其实分别也没有这么可怕。65万个小时后，当我们氧化成风，就能变成同一杯啤酒上两朵相邻的泡沫，就能变成同一盏路灯下两粒依偎的尘埃。宇宙中的原子并不会湮灭，而我们，也终究会在一起。 by 花大钱,1104
夏天最后的梦&李彬 作品,http://image.wufazhuce.com/FgipGn5in3KzYcp9mq6E-i7RJ9dx,1 Oct 2015,我们交换彼此的故乡，在陌生中获得短暂的精彩，然后回到各自的城市，扛起熟悉的一切。我爱你。 by 熊德启,1089
少女集&leslie 作品,http://image.wufazhuce.com/Frky6gT-bzHN2jKJsjq8bJkd7wrx,28 Sep 2015,世界让我挫败，我还舍不得离开。from 《奥丽芙·基特里奇》,1086
旅&顾均 作品,http://image.wufazhuce.com/Fp0gjVNfDO4ddNTBJhqFkcIiq8hx,10 Oct 2015,爱应该有着诸多的条件和限制，爱需要双方无时无刻保持完美状态。无条件的爱是一种散漫无纪的爱，正如大家眼见的那样，散漫无纪的爱是一场灾难。 from 《消失的爱人》,1098
夜的剧院&Yanqiding 作品,http://image.wufazhuce.com/FgLKstgy8UQGYs-tcqi1TL8j54mu,4 Oct 2015,深思熟虑的结果往往就是说不清楚。by 王小波,1092
spring03&Viv1姑娘 作品,http://image.wufazhuce.com/Fl8zu35kMz4pmCadvFKnh8rjVdfP,8 Oct 2015,三年了。 by 一个工作室,1096
惊雀记&张钰 作品,http://image.wufazhuce.com/Fi3fxF8_6xNnySHdXDVyronnHgP6,11 Oct 2015,我知道你眼中的我不是我自己。 from 《冒险乐园》,1099
丽池公园&康彼斯托 作品,http://image.wufazhuce.com/FtBpn64kUH57YkQ2FihPWYZqNIKl,6 Oct 2015,我也不懂为什么世界上就是有这种感情，因为第一眼的一点点动心，赌上一生的羁绊。我很瞧不起，却也不过就是活成这样的人。by 张晓晗,1094
海碗&何何舞 作品,http://image.wufazhuce.com/Fpy53_f0PyWDgvA1rkB2fqXYSGvE,7 Oct 2015,为了给遗憾找个借口，我们从一开始就把一些人放在了等待怀念的位置。by 郑执,1095
色达清晨&十口 作品,http://image.wufazhuce.com/FnvGhnUS5h3lE7DVtHtjxmMyASMW,5 Oct 2015,我们无法做到完美，所以我评价一个人就看他在做不可能完成的事情时，失败得有多精彩。 by 威廉·福克纳,1093
乐园&苍间 作品,http://image.wufazhuce.com/FnJm8YM_2UzYtOrpOGATA_IvZEN8,9 Oct 2015,和云朵相比，生活牢固多了。经久不变，近乎永恒。by 辛波斯卡,1097
落雨时&张炜 作品,http://image.wufazhuce.com/FqzLC2nQzaj4FCbSEq8-le3UtDq9,15 Oct 2015,如果没有天赋的话，其实好人比坏人好做。by 张怡微,1103
不稳定的计划&梁浩 作品,http://image.wufazhuce.com/Fmp9gARMs6ciE3-vM0tDPy3ZXVmm,14 Oct 2015,满以为这些年我们终于跑赢了时间，却再也追不回最初的种种遇见。那些不断在岁月里翻滚颠簸、看起来割舍不掉的耿耿于怀，也不过是寂寞十足的内心戏。 by 张瑞琪,1102
电车回忆&七月 作品,http://image.wufazhuce.com/FgbAUdeQLwx7wQnbLOQYCW_RrpXQ,13 Oct 2015,我觉得我爱了你了，从此以后，不管什么时候我都不能对你无动于衷。by 王小波,1101
好梦&飞行猴cf 作品,http://image.wufazhuce.com/Fn53tPPWptKbfl9Ts7BGAjyKM5av,21 Oct 2015,你该知道此刻我正在想念着你，回想我们拥有的美好的回忆。一切欢乐和不如意瞬间逝去，现在只是孤单的我和遥远的你。 by 窦唯,1109
Don't be sad &皇小小 作品,http://image.wufazhuce.com/FmuP8FbPyHtRJSZICr08IIlayKk4,12 Oct 2015,我喜新厌旧到什么程度呢，每见到你一次就觉得你又新了一点。 by 乌冬,1100
中央车站&方正扬 作品,http://image.wufazhuce.com/FhPSdLWI4zUqR19WkxQA6MLLLu58,18 Oct 2015,别嫉妒成功，别怜悯失败，因为你不知道在灵魂的权衡中，什么算成功，什么算失败。 from 《与神对话》,1106
走过的路&飯太稀 作品,http://image.wufazhuce.com/FowdP13wnzDb7CGF8bC62x6yiXwX,22 Oct 2015,也许喜欢怀念你多于看见你，也许喜欢想象你多于得到你。from 王菲《怀念》,1110
Lonely Traveler&Ricas 作品,http://image.wufazhuce.com/Fq9Z5PecqniHh0FIvFR1w28fzzKq,17 Oct 2015,十二年来，有笑泪，有阴晴，相伴一场，人来人往，只是日常。 by 蔡康永,1105
在流逝之外&陈村土豆 作品,http://image.wufazhuce.com/FtcGnjaM8ViuuUviGmwnI2rH3xTF,19 Oct 2015,如果我能少喜欢你一点，你会发现我是个特别好的人。有时候，爱会让人面目可憎。 by 八月长安,1107
谢幕&吕晛 作品,http://image.wufazhuce.com/Fh1VkpHV9Wuf-VVGXVPhts21KQzW,24 Oct 2015,风可以吹起一大张白纸，却无法吹走一只蝴蝶，因为生命的力量在于不顺从。by 冯骥才,1112
在一起，不在一起&邓远清 作品,http://image.wufazhuce.com/Fqw4KbKh7Xh3-bCSBhsZUEkSKOGN,20 Oct 2015,总有一些人，他们伤害过你，把你推入万劫不复，可真正面对面，是依旧恨不起来的。他们是命里的劫，也是恩赐。 by 自由极光,1108
绽放&白一萌 作品,http://image.wufazhuce.com/FtIuHOdIoWoGQ5I4IUYGVYRe_2Mt,23 Oct 2015,我们的爱若是错误，愿你我没有白白受苦。from 《领悟》,1111
Holy Light&田楚炀 作品,http://image.wufazhuce.com/FtrxO1PZ1oOYqcRBJqFptMQxc74K,29 Oct 2015,星星发亮是为了让每一个人有一天都能找到属于自己的星星。 from 《小王子》,1117
have a nice day&zengxiaoe 作品,http://image.wufazhuce.com/FoDAnsMqW3tFOMi4MUfeZH2_M_4r,26 Oct 2015,你的人生永远不会辜负你的。那些转错的弯，那些走错的路，那些流下的泪水，那些滴下的汗水，那些留下的伤痕，全都让你成为独一无二的自己。by 朱学恒,1114
鸽本哈根&渡边城 作品,http://image.wufazhuce.com/FruBkRabdgkc95xQFzwZNSYnzDdo,27 Oct 2015,爱是一念之差，最幸福的不过是，你曾温柔呼唤，而我恰好有过应答。 by 朝小诚,1115
向往&刘威 作品,http://image.wufazhuce.com/Fu-FRVEjf7cLuWOOGl1IJAtGQURv,1 Nov 2015,去过的地方越多，越知道自己想回到什么地方去。见过的人越多，越知道自己真正想待在什么人身边。 by 夏正正,1120
美人鱼&巍 作品,http://image.wufazhuce.com/Fi30nCSP1T9Q4p1WvrSte-C9oGvw,30 Oct 2015,梦想破碎是没有声音的，它只是缓慢又沉默地离开了。 by 苏更生,1118
张望&于Rum 作品,http://image.wufazhuce.com/FvA_o08GGyOmO5hK_ixvzdhOsBX-,25 Oct 2015,人类的一个大麻烦，在于我们无法拥有说一不二的感情，敌人身上总有让我们喜欢的地方，我们的爱人身上总会有让我们讨厌之处。by 叶芝,1113
东京物语&棱宇 作品,http://image.wufazhuce.com/FokwV6tUVtutybELpnXXdcxzeQXA,28 Oct 2015,一个人生活，觉得日子都变长了。 by 小津安二郎,1116
Reach&阿四 作品,http://image.wufazhuce.com/FrP-G2kKB2xIwHBhcdjIENIBTD18,31 Oct 2015,我们生活中所拥有的恐慌，绝大多数都是来源于陌生，而大部分不能言说的伤痛，常来自于失去，我们很难了解彼此，或者说，感同身受本身就是一个伪命题。 by 杨幂,1119
等&Alex 作品,http://image.wufazhuce.com/Fm9wckVz2RyVTYJqr7Kt5_GP-ePt,5 Nov 2015,感情最沉重的一步：我仍愿意听，你却不愿讲。 by 咸贵人,1124
摩洛哥的制砖匠人&安一然 作品,http://image.wufazhuce.com/FtlVWwPqd3r8l6Iqi1I-wzAc652O,3 Nov 2015,你要做一个不动声色的大人了。不准情绪化，不准偷偷想念，不准回头看。去过自己另外的生活。 by 村上春树,1122
Fish Tank&瑞卡斯Ricas 作品,http://image.wufazhuce.com/Fvidn1sGGzuG4ulsFlpytWKdileI,8 Nov 2015,你有太多我艳羡不及的能力，然而其中最让我咬牙嫉妒的，就是能够如此轻易得到我的真心。 by 张瑞琪,1127
转生&白米饭匙 作品,http://image.wufazhuce.com/FrKzXwB5IxCIjTGw-bGuZaMr4bZj,6 Nov 2015,他说他爱她就像拳击手爱蝴蝶，歌唱家爱沉寂，强盗爱上了村里的小学老师，他说他爱她就像屠夫爱上小牛犊那惊惧的眼神，闪电爱上了屋顶的宁静。 from 《生活在别处》,1125
As time pass me by&十指 作品,http://image.wufazhuce.com/FsE3U2yCIMHaRGAKhLbCxF1BONMZ,7 Nov 2015,把光鲜的道理、礼貌的寒暄留给别人，把琐碎的废话都留给你。 by 陶立夏,1126
why not walk slowly&虹鹿夜雨 作品,http://image.wufazhuce.com/Fn47_k86FLQD2NTRG8otfaaWCYD0,4 Nov 2015,时间飞逝，人生百味杂陈，无法言说。仿佛一个人写了长长的信，但未等到那个可以投递的人。from 《一封信》,1123
纳西瑟斯&枣 作品,http://image.wufazhuce.com/FvagH-CTjtarDxLdPLo9mzEP_m5r,2 Nov 2015,有时觉得“如约而至”是个多么美好的词。等的很苦，却从不辜负。 by 路明,1121
影&吃土豆的人 作品,http://image.wufazhuce.com/FgyDVSYTgo-1NFDthQNXaZ-Iu-l0,14 Nov 2015,真正能证明你是谁的，只有正在做的事和正爱着的人。往事只是往事，不再刻有你的名字。by 姬霄,1133
我将抵达梦中花园，那里也有你的梦&牟林童 作品,http://image.wufazhuce.com/FlmFwFQxlZxPsTn6rj_CMxJ3UkHT,11 Nov 2015,应该的事有很多，牙刷应该放在牙缸里，枕头应该放在床上，西瓜应该切开再吃，炒菜应该最后放盐，可是，在一起，却未必。 by 烟波人长安,1130
手机里的男朋友&linali 作品,http://image.wufazhuce.com/FplIcgmtO6YKF9jCug0uvV1Oju6y,9 Nov 2015,对异地恋的人来说，失去联系就是人口失踪，就是世界末日，就是一切可以想到的最坏的事。by 方慧,1128
赤兔马&七月 作品,http://image.wufazhuce.com/Fk5KOks_b8MXXGFlMlpFGBs0N9BK,10 Nov 2015,有多少场失恋是由你喜欢上一个不喜欢你的人而开始的。by 暖小团,1129
完美的一天&十指 作品,http://image.wufazhuce.com/FkFxVlywjNmVUEUkxk5HXYZTpt6X,15 Nov 2015,我要在你平庸无奇的回忆里，做一个闪闪发光的神经病。 by 马良,1134
烟&象牙塔 作品,http://image.wufazhuce.com/Fgb0rVzt6n6r8mJwK4foCo7Dmkbm,12 Nov 2015,“一瞬，一剎，一弹指，一须臾”不是形容时间的。是形容快乐的。 by 郭大侠,1131
布加勒斯特夜集&陌攸 作品,http://image.wufazhuce.com/FvM9x7dPknaWS7_a1vF4xnZJYYiU,13 Nov 2015,你不用重现生命中的每一秒，每次欲求的细节，每个委曲求全的过程，那么多看电视、等公车、挖鼻屎的时间。那些不过是用来填补空白的。只有少数瞬间才有价值，才能构建和定义人生。 by 杰夫•戴尔,1132
Nice to meet you&Alex 作品,http://image.wufazhuce.com/FrhiUOr3cM2Q13Q8C47uYtERYfFv,17 Nov 2015,我们的唇必定是一朵梅花的两半，所以你该来吻我，或者我该去吻你。没人能把一朵梅花劈开，再让她孤零零落在土里。 by 骆瑞生,1136
Go Home&海螺壳Azeros,http://image.wufazhuce.com/FpzTOfSa1K0U5ok3oPgyvHTCbt5P,20 Nov 2015,当我陈列出你的缺点，却发现自己，已成为一座想念的博物馆。 by 吴青峰,1139
雪之暖暖&友雅 作品,http://image.wufazhuce.com/Fpg7QzVSB18crLG_9a7P89rH84Ox,16 Nov 2015,真正的爱，就是两份孤独，相护，相抚，喜相逢。by 聂华苓,1135
星球1301号&赵喻非 作品,http://image.wufazhuce.com/Fk4Vdyj8NUxRbj2ES0azbGiCZDIP,19 Nov 2015,我钢筋铁骨，我刀枪不入，我杀出一条血路。不是我成熟了，是我知道“救命”喊得再大声，你都不会出现了。by 张晓晗,1138
名字和名字刻在一起&一匹马赛克 作品,http://image.wufazhuce.com/Fm2dcjNEpVVrs4t77EOlRuwgpm64,21 Nov 2015,说一辈子简单，过一辈子太难。年轻的嘴唇说出天长地久，如此的美好与荒唐。by 路明,1140
记忆&小小梅 作品,http://image.wufazhuce.com/FqqlKdeYUGg1crhSZkxZ-ejTd_6_,18 Nov 2015,无论听来多么平凡的爱情，那都是属于他们的、独一无二的史诗，是他们自己的桃花源传说。 from 张佳玮《爱情故事》,1137
黑云&张科学 作品,http://image.wufazhuce.com/FoWh5HIjU2WsMiBrd6-fHcibcUaf,22 Nov 2015,有时候我们认为生活背叛了我们，但是很久以后我们才发现，其实是我们自己背叛了自己。 from 《西伯利亚的理发师》,1141
麋鹿&RealXu 作品,http://image.wufazhuce.com/Fry5WcX5GDiiM4mjBfHWzUGWC1Ak,23 Nov 2015,失眠就像是，一个无人认领的梦，一段言无所向的人生，和一场明知故犯的恋情。你不愿这些发生，但你也清楚这些早晚要发生，就像终于盼来了困意，却也迎来了黎明。by 郑执,1142
Weekend&飯太稀 作品,http://image.wufazhuce.com/FmcxIJfXaKkmJQhvdRIr7yAACJdJ,29 Nov 2015,我喜欢在大街上闲逛，无所事事。在成人的世界中有一种被忽略的安全感。只要不仰视，看到的都是胸以下的部分，不必为长得太丑的人难过，也不必为人间喜怒哀乐分心。from 北岛《城门开》,1148
海鸥&跑焦·朱树芃 作品,http://image.wufazhuce.com/FmYbpvYcNhul-GH1ijfYJb6a9edi,26 Nov 2015,后来明白，我们永远无法成为别人满意的那个自己，可如果坚持做喜欢的自己，终会遇见喜欢你的人。其实到最后，我们都是在寻找同类，就像溪流汇入江海，光束拥抱彩虹。 by 陈亚豪,1145
看鸽子的女孩&勤奋的刘小朵 作品,http://image.wufazhuce.com/FlCUMseXmv3gVCqrXOVMrlkDLsPE,24 Nov 2015,此刻当你陷入黑暗的绝境，才懂光明多遥不可及。 by 何洁,1143
远方谜语&张凯 作品,http://image.wufazhuce.com/FiBQkRyZS_dPzwggCWyNbxNCP79T,25 Nov 2015,当你昭告天下乞求关心的时候，得先做好受到冷遇的准备。人真正要学习的，是如何与冷遇相处。 by 王路,1144
延安西路&吃土豆的人 作品,http://image.wufazhuce.com/FjYTcQlKnuRGcN9TyRgU4SAXSpFe,28 Nov 2015,回忆会从内侧温暖你的身体，同时又从内侧剧烈切割你的身体。from 《海边的卡夫卡》,1147
流泪谷&黄震 作品,http://image.wufazhuce.com/FmojA0cZNniPnKitpcJwJFkVez4l,27 Nov 2015,你要来了，我对谁都微笑，对讨厌的人也有礼貌。恨不得把每一个等待你的黄昏都蘸了糖吃掉。 by 宋小君,1146
陪伴&卢根 作品,http://image.wufazhuce.com/FhyINusPNTUd_S0XxG0mMFgJMZgj,5 Dec 2015,遇见是一场阴差阳错的好运气，恰好路口遇到你。能陪伴在身边，就没辜负你在遇见之前的那一路奔袭。 by 卢思浩,1154
台下&抠抠Black 作品,http://image.wufazhuce.com/FmGVXkn1UIjRgvKiUw43gne0WdSv,3 Dec 2015,爱情就是罗生门，我们各自解释，没人知道真相。 by 薛诗汉,1152
失眠&Lylean Lee 作品,http://image.wufazhuce.com/Fmb-5U-KIHtBfdwGSfZW4bEsaSJa,30 Nov 2015,其实我希望你对我说谎，因为人只会为了非常害怕失去一样东西才说谎。by 奥尔罕·帕慕克,1149
哈努卡前的犹太人&韩冲 作品,http://image.wufazhuce.com/FtnB6QE_xWZfwUGvGZOALvCjB_i_,1 Dec 2015,唯一让我不对自己年少无知生气的方法，就是安慰自己还好不是年老无知。 by 贾彬彬,1150
今夜星光多美好&住在海边的人 作品,http://image.wufazhuce.com/FowWZiyUH9_fDnqg6znx4x7qtQZd,4 Dec 2015,此刻，我多想拥抱你，可惜时光之里山南水北，可惜你我中间人来人往。 by 鸢喜,1153
The Sea of Crisis&岑骏 作品,http://image.wufazhuce.com/FkMYRz5lqpXi-PPKXVHqMyWzzJzU,2 Dec 2015,因为遇到你，我开始觉得孤单了。原来这世界上依旧有我想要得到的东西，一念之间，意识到自己活着。活着，真是寂寞。by 陶立夏,1151
冰点&闫威 作品,http://image.wufazhuce.com/FjhbWSaW6od0wc_uunstyILmd3qU,6 Dec 2015,童年是不会死去的，它藏在每个人的心中小声喊着：让我出去玩会儿吧！ by 乌冬,1155
匆匆&戈文 作品,http://image.wufazhuce.com/Fu_06r9xJcAw6KngpMTUdq6UNuJd,7 Dec 2015,你要学会克制，因为只有这样，放纵起来才会更好玩儿呢。 by 花大钱,1156
海鸥食堂&VANYA LIANG 作品,http://image.wufazhuce.com/FukOi7LNr0Fnq6PZw9uYiyu3xRVP,8 Dec 2015,当一首歌跟你的某段经历某场感情纠缠在一起的时候，你就再也没法自主地控制情绪。只要这个旋律响起，你都可能会掉眼泪。咖啡馆听到会哭出来，商场里逛街会哭出来，甚至在家里洗澡放歌都可能会掉眼泪。不是忘不掉什么人，只是始终对自己那场无果的付出和被浪费的太炽热的爱耿耿于怀。by 暖小团,1157
童年&海螺壳Azeros 作品,http://image.wufazhuce.com/Fp8U7x6hd6TWBhYsOFGYaKxoO6BE,9 Dec 2015,灵魂只能独行，陪伴不是把别人拉到你的生活轨迹上，或者强行进入别人的世界找到一个位置，陪伴是一种心灵的在场，就好像我不用问候一声，也知道你一定随时会回应我的召唤。by 大将军郭,1158
老伴&巍廉胖子 作品,http://image.wufazhuce.com/FoowWiALdwvC0mNGHUIdCQbA_iSj,13 Dec 2015,一无所知的人什么都不爱。一无所能的人什么都不懂。什么都不懂的人是毫无价值的。但是懂得很多的人，却能爱，有见识，有眼光……对一件事了解得越深，爱的程度也越深。 by 巴拉塞尔士,1162
布莱顿的梦境&曹迪CDplayer 作品,http://image.wufazhuce.com/FiYNYnl5fwrikub0WyRqcnaI7JYl,11 Dec 2015,世上大体分成好坏两种人，好人晚上睡得踏实，而坏人更享受醒着的时间。 by 伍迪·艾伦,1160
小王子&皇小小 作品,http://image.wufazhuce.com/FjDrIwEpymbxpMjYVU_n-SUANGtZ,10 Dec 2015,后来我不再去谈论理想和现实，因为我相信对于真正优秀的人来说，它们是一样的。 by 熊德启,1159
基因乐趣&人畺 作品,http://image.wufazhuce.com/Fh7OzcpPtSnfC4s60p07sEdvjIzg,12 Dec 2015,没人可以永远的活在青春里，但还好，如若有心，我们能见证一代又一代的年轻。这种见证，也便成了一种参与。 by 自由极光,1161
相望&七月 作品,http://image.wufazhuce.com/Fvs7l1ZcqvNArDig5l3aN0G6K5Mq,15 Dec 2015,我们共同经历过的每一件小事，在当时看来也许毫无意义，但注定会成为彼此毕生的秘密，因为在未来的日子里，哪怕各自努力想要诉说给任何一个外人听，都必然无法还原当时的景状，即使能说得清眼里曾看到的，也说不清心里曾掠过的。by 郑执,1164
星球1301号&赵喻非 作品,http://image.wufazhuce.com/FsHBl97jDCvcr1wStJFdRUQPOLp3,18 Dec 2015,诀别诗烈酒入喉，生死与共情意重，再聚首。by 陈坤,1167
逃亡&Lylean Lee 作品,http://image.wufazhuce.com/FrMvu-yaZjF6GdGcVdjRsb-2K8Xu,14 Dec 2015,自由自在地思想，自由自在地瞎想，自由自在地少想，自由自在地选择我自己的生活，选择我自身。by 弗朗索瓦丝·萨冈,1163
石库门的往昔&严嘉韦 作品,http://image.wufazhuce.com/FuIR7maP1Y3D2UDbBqT4YiWSlXup,16 Dec 2015,什么是爱情里的甜？是相看两不厌。即使吵架即使委屈，但想想那是你，便也是心甘情愿的。 by 咸贵人,1165
冬天故乡的雪&Lisk Feng 作品,http://image.wufazhuce.com/FjCfFjFMGv83u5oCyOUlY-VNP6N8,20 Dec 2015,一个人没有信心，第二天都不想起床。 by 康德,1169
Crush&海螺壳Azeros 作品,http://image.wufazhuce.com/FkYgTX-lbtCjJJYE-oIErK3RvMCb,17 Dec 2015,孤独与生俱来，谈恋爱只是有个人陪你孤独，不代表就能幸免于难。by 贾彬彬,1166
栖居&包子 作品,http://image.wufazhuce.com/FtuM4DCX-sspSxhbV5Kfd4c5fEkd,19 Dec 2015,旧的坏日子已经过去，新的坏日子还在赶来的路上，而所谓的幸福就是这两种日子中间的那段时光吧。 by 夏正正,1168
恶棍天使&邓超 作品,http://image.wufazhuce.com/FnKcC6_jCsGSMUUOvqu2nfZ_q96B,24 Dec 2015,作为一名真正的强者，有的时候你要允许那些比你弱的人吹牛，有的时候对别人宽容一点，幸运就会从天而降。by 恶棍天使·莫非里,1173
warm winter&贝加Beeii 作品,http://image.wufazhuce.com/Fmx9ALhYpqB2Uxw_YbP7VGvS8gkn,26 Dec 2015,我们曾如此渴望命运的波澜，到最后才发现，人生最曼妙的风景，竟是内心的淡定与从容。我们曾如此期盼外界的认可，到最后才知道，世界是自己的，与他人毫无关系。from 网络,1175
无题&顾均 作品,http://image.wufazhuce.com/Fqc_U2iDpjSVVu9TVEK62pIZmYvc,21 Dec 2015,“爱你”二字说出口时多是真心话，后来却无一例外沦为大冒险。by 齐鸣宇,1170
畅游经海&勤奋的刘小朵 作品,http://image.wufazhuce.com/FrVix15STLe_JJJOxXG2DzNV2eil,23 Dec 2015,从来就没有跨不过去的坎，但总有人要重蹈覆辙。周而复始，愈演愈烈。by 张瑞琪,1172
圣诞老人&摩西奶奶 作品,http://image.wufazhuce.com/FmEWURmmCsfOF8IVcMTxA1sQMTr2,25 Dec 2015,人生不只是坐着等待，好运就会从天而降。就算命中注定，也要自己去把它找出来。 by 李安,1174
童年归途&王小熊猫 作品,http://image.wufazhuce.com/Fjz3Nxv_cd7jemBx7_kssMEn3wAL,22 Dec 2015,我从小就怕热闹，现在也依然，因为热闹之后必有冷清，它们格外的会令我感到人生如梦。 by 朱天心,1171
无法终止的时光&枣 作品,http://image.wufazhuce.com/Fg1qvP6fvjxUnXVdt5R2NYTfKffV,27 Dec 2015,有些人选择先戒备，收到足够关爱之后再友善；我却天生热情爱讨好，一味付出直到受伤害了才学乖。很难讲究竟哪种方式更高明，他们或许杜绝了未知的伤心，我却遇见了你。 by 八月长安,1176
我们在这里&张杏 作品,http://image.wufazhuce.com/FvlmxhxKphfS2OWjK2XIQ_czazB-,31 Dec 2015,世界上最美妙的莫过于此，在不谙世事的年纪，对生活的全部期待就是绚烂的理想本身。by 赫恩曼尼,1180
姥姥的小日子&胡杨 作品,http://image.wufazhuce.com/Fjuc-8dx7EOH91yxr5TlzZIXF1cv,1 Jan 2016,我生活在妙不可言的等待中，等待随便哪种未来。 by 安德烈·纪德,1181
单车少年&Gary Hu 作品,http://image.wufazhuce.com/Fl4pCMT3bXANa6z8PgqF9Pky090s,2 Jan 2016,爱的反义词不是恨，是厌倦 。人生的反义词也不是死亡，而是别人的人生。 by 贾彬彬,1182
黑袍世界的婚纱店&董引春 作品,http://image.wufazhuce.com/FmAjCOr1yMPLzXu0JWbvckq4Np2D,30 Dec 2015,真正爱一个人，是不需要坚持的。而是自然而然，想要一直去爱。by 咪蒙,1179
不变的星空&豌豆先生 作品,http://image.wufazhuce.com/Fiz3Lxsz5olNEWwUfjfm7j-F9FHP,3 Jan 2016,但愿你的旅途漫长，但愿你拥抱的人正泪流不止。但愿你付出的爱，有着某种恰到好处的形状，恰能完好地镶嵌在她的灵魂空缺处，毫厘不差。但愿你心底的关怀，杯满四溢，又正在被另一个孤独的灵魂渴望着。 by 七堇年,1183
墨西哥的调色盘&卤猫 作品,http://image.wufazhuce.com/Fr-suUgULJbEOituTNBCJagd1ewF,29 Dec 2015,而到如今，我明白过来，无论怎样肆无忌惮地去过这一场青春，都不可能在白发苍苍时觉得这一切无愧于心。所有故事都会有遗憾，这才是实实在在的人生，值得被想起，庆幸曾经历。by 猫力,1178
那一天我靠近大海&熊宇 作品,http://image.wufazhuce.com/Fm3tiY1O9oYacYlUhpWZzFqBc4RT,28 Dec 2015,要脸别谈心，自卑别谈情。 by 大斯,1177
给每棵植物取一个名字&Lylean Lee 作品,http://image.wufazhuce.com/Fke9yzatCNGL4fVr-8IwEEqAEmCj,5 Jan 2016,谁都不要告诉好吗？清晨庭院的角落里，花儿悄悄掉眼泪的事。 from 《给孩子读诗》,1185
逆行&安一然 作品,http://image.wufazhuce.com/FhHF-K1g-sgyyah-2E3VmYTjOZ6U,8 Jan 2016,你可以去做一切事情，但前提是不会为结果伤悲。一个人的强大，并非看他能做什么，而是看他能承担什么。by 石田衣良,1188
